Wordlist            Times               
cyru                23                  
dabbesheth          1                   
daberath            3                   
dagon               11                  
dalmanutha          1                   
dalmatia            1                   
dalphon             1                   
damage              50                  
damaged             46                  
damaging            4                   
damari              1                   
damascu             60                  
dan                 427                 
danc                6                   
dance               10                  
dancer              1                   
dancing             13                  
danger              117                 
daniel              81                  
danit               7                   
dannah              1                   
dara                1                   
darda               1                   
daric               6                   
dariu               25                  
dark                234                 
darkest             2                   
darkly              1                   
darkon              2                   
dathan              10                  
daughter            545                 
daughter-in-law     16                  
daughter-town       38                  
daughters-in-law    3                   
david               1064                
david.&gt           53                  
dawn                38                  
dawning             1                   
day                 2342                
day--let            1                   
daylight            4                   
daytime             6                   
deacon              6                   
dead                545                 
dear                78                  
dearer              3                   
dearest             3                   
dearly              14                  
death               1711                
death-blow          6                   
death-giving        3                   
death-wound         4                   
death.&gt           1                   
debir               14                  
deborah             10                  
debt                51                  
debtor              3                   
decapoli            3                   
deceit              140                 
decision            296                 
dedan               10                  
dedanit             1                   
deep                170                 
deep-seated         1                   
deeper              16                  
deepest             7                   
deeply              10                  
degre               3                   
degree              3                   
dehait              1                   
deker               1                   
delaiah             7                   
delicate            23                  
delicately          4                   
delight             117                 
delighted           2                   
delighting          1                   
delilah             6                   
dema                3                   
demetriu            3                   
dependent           9                   
derbe               4                   
design              193                 
designed            13                  
designedly          1                   
designer            12                  
designing           21                  
desir               76                  
desire              427                 
desired             35                  
desiring            86                  
destruction         687                 
detail              9                   
detailed            2                   
deu                 959                 
dew                 32                  
diamond             2                   
diana               5                   
diblaim             1                   
dibon               9                   
dibon-gad           2                   
dibri               1                   
did                 1157                
didymu              3                   
different           65                  
diklah              2                   
dilan               1                   
dimnah              1                   
dimon               1                   
dimonah             1                   
dinah               7                   
dinait              1                   
dinhabah            2                   
dionysiu            1                   
dioscuri            1                   
diotreph            1                   
diphath             1                   
direction           170                 
dirty               8                   
discipl             249                 
disciple            33                  
discovery           23                  
discussion          28                  
diseas              25                  
disease             203                 
diseased            21                  
disgust             17                  
disgusted           4                   
disgusting          157                 
dishan              5                   
dishon              7                   
distance            23                  
distribution        30                  
division            183                 
dizahab             1                   
do                  2638                
dodai               3                   
dodanim             1                   
dodavahu            1                   
dodo                3                   
doe                 1                   
doeg                6                   
doer                7                   
dog                 41                  
dog-fly             1                   
doing               285                 
done                931                 
door                365                 
door-keeper         37                  
door-opening        5                   
door-pillar         2                   
doorstep            14                  
doorway             208                 
dophkah             2                   
dor                 6                   
dorca               2                   
dothan              3                   
doubt               50                  
doubted             1                   
doubter             2                   
doubting            7                   
dov                 21                  
dove                25                  
down                1255                
downfall            34                  
dragon              18                  
drain               3                   
drained             33                  
draining            20                  
dream               109                 
dreamer             6                   
dreaming            3                   
dress               9                   
dressed             21                  
dressing            4                   
drink               275                 
drinker             1                   
drinking            53                  
drinking-plac       2                   
drinking-place      1                   
drinking-vessel     2                   
drinking-water      4                   
driver              6                   
driving             128                 
drop                26                  
dropped             34                  
dropping            27                  
drusilla            1                   
dry                 209                 
drying              10                  
dumah               3                   
dura                1                   
dust                173                 
eagl                12                  
eagle               21                  
ear                 1021                
ear-ring            7                   
earlier             26                  
earliest            24                  
early               115                 
earth               1330                
earth--so           1                   
earth-shaking       1                   
earth-shock         18                  
earthwork           17                  
east                210                 
ebal                8                   
ebed                6                   
ebed-melech         6                   
eben-ezer           3                   
eber                16                  
ebez                1                   
ebiasaph            4                   
ebony               2                   
ebron               1                   
ecc                 222                 
ed                  1                   
eden                18                  
eder                4                   
edg                 16                  
edge                93                  
edged               3                   
edging              1                   
edom                100                 
edomit              15                  
edomite             8                   
edrei               8                   
education           4                   
effect              152                 
effected            15                  
effecting           5                   
egg                 12                  
eglah               2                   
eglaim              1                   
eglath-shelishiyah  2                   
eglon               13                  
egypt               609                 
egyptian            117                 
ehi                 1                   
ehud                11                  
eight               52                  
eighteen            23                  
eighteenth          11                  
eighth              36                  
eightieth           1                   
eighty              24                  
eighty-eight        2                   
eighty-five         4                   
eighty-four         2                   
eighty-seven        2                   
eighty-six          2                   
eighty-three        1                   
eighty-two          2                   
eker                1                   
ekron               22                  
ekronit             1                   
el                  1                   
el-berith           1                   
el-beth-el          1                   
el-paran            1                   
ela                 2                   
elah                16                  
elam                30                  
elamit              1                   
elasah              2                   
elath               5                   
eldaah              2                   
eldad               2                   
elead               1                   
eleadah             1                   
elealeh             5                   
eleasah             4                   
eleazar             74                  
electrum            3                   
elem                1                   
eleph               1                   
eleven              21                  
eleventh            20                  
elhanan             4                   
eli                 36                  
eliab               20                  
eliada              4                   
eliahba             2                   
eliakim             15                  
eliam               2                   
eliasaph            6                   
eliashib            16                  
eliathah            2                   
elidad              1                   
eliehoenai          2                   
eliel               10                  
elienai             1                   
eliezer             15                  
elihoreph           1                   
elihu               11                  
elijah              102                 
elika               1                   
elim                6                   
elimelech           6                   
elioenai            7                   
eliphal             1                   
eliphaz             14                  
eliphelehu          2                   
eliphelet           8                   
elisabeth           9                   
elisha              61                  
elishah             3                   
elishama            17                  
elishaphat          1                   
elisheba            1                   
elishua             2                   
eliud               2                   
elizaphan           4                   
elizur              5                   
elkanah             20                  
elkoshite           1                   
ellasar             2                   
elmadam             1                   
elnaam              1                   
elnathan            7                   
eloi                2                   
elon                7                   
elonbeth-hanan      1                   
elonit              1                   
eloth               3                   
elpaal              3                   
elpelet             1                   
elteke              1                   
eltekeh             1                   
eltekon             1                   
eltolad             2                   
elul                1                   
eluzai              1                   
elyma               1                   
elzabad             2                   
elzaphan            2                   
emek-kezziz         1                   
emerald             6                   
emim                3                   
emmau               1                   
empire              1                   
en-dor              3                   
en-eglaim           1                   
en-gannim           3                   
en-gedi             6                   
en-haddah           1                   
en-hakkore          1                   
en-hazor            1                   
en-mishpat          1                   
en-rimmon           1                   
en-rogel            4                   
en-shemesh          2                   
en-tappuah          1                   
enaim               2                   
enam                1                   
enan                5                   
end                 766                 
ended               62                  
ending              18                  
engin               3                   
english             1                   
eno                 1                   
enoch               13                  
enosh               7                   
enough              203                 
envy                53                  
epaenetu            1                   
epaphra             3                   
epaphroditu         2                   
eph                 155                 
ephah               44                  
ephai               1                   
epher               4                   
ephes-dammim        1                   
ephesu              21                  
ephlal              2                   
ephod               45                  
ephphatha           1                   
ephraim             175                 
ephraimit           2                   
ephraimite          3                   
ephrath             6                   
ephrathah           5                   
ephrathit           1                   
ephrathite          1                   
ephron              13                  
epicurean           1                   
equal               42                  
equally             15                  
er                  11                  
eran                1                   
eranit              1                   
erastu              3                   
erech               1                   
eri                 2                   
erit                1                   
error               94                  
esar-haddon         3                   
esau                91                  
esek                1                   
eshan               1                   
eshbaal             2                   
eshban              2                   
eshcol              6                   
eshek               1                   
eshtaol             7                   
eshtaolit           1                   
eshtemoa            5                   
eshtemoh            1                   
eshton              2                   
esli                1                   
est                 167                 
esther              52                  
etam                5                   
eternal             153                 
eth-kazin           1                   
etham               4                   
ethan               8                   
ethanim             1                   
ethbaal             1                   
ether               2                   
ethiopia            21                  
ethiopian           18                  
ethnan              1                   
ethni               1                   
eubulu              1                   
eunice              1                   
euodia              1                   
euphrat             17                  
euraquilo           1                   
eutychu             1                   
eve                 4                   
even                951                 
evening             154                 
event               14                  
ever                690                 
ever-burning        3                   
ever-flowing        4                   
ever-living         1                   
ever-shining        1                   
every               1188                
everybody           1                   
everyman            1                   
everyon             2                   
everyone            209                 
everything          246                 
everywhere          17                  
evi                 2                   
evil                1376                
evil-doer           204                 
evil-doing          121                 
evil-merodach       2                   
evil-minded         1                   
evil-smelling       2                   
exampl              3                   
example             38                  
exchange            23                  
exchanged           6                   
exchanging          2                   
existence           19                  
exo                 1213                
experienc           2                   
experience          18                  
experienced         4                   
expert              66                  
expertly            1                   
ey                  795                 
eye                 92                  
eye-witness         1                   
eyeball             1                   
eyes--all           1                   
ezbai               1                   
ezbon               2                   
eze                 1273                
ezekiel             2                   
ezem                3                   
ezer                10                  
ezion-geber         7                   
ezr                 280                 
ezra                25                  
ezrah               1                   
ezrahite            1                   
ezrahite.&gt        2                   
ezri                1                   
fac                 89                  
face                525                 
face-bon            1                   
faced               1                   
facing              38                  
fact                28                  
fair                104                 
fairer              4                   
fairest             1                   
faith               784                 
falcon              2                   
fall                63                  
falling             173                 
false               484                 
false-hearted       6                   
falsely             25                  
family              677                 
far                 361                 
far-away            3                   
far-off             7                   
far-seeing          3                   
far-stretching      1                   
farm                1                   
farmed              2                   
farmer              10                  
farming             2                   
farther             15                  
farthest            23                  
farthing            6                   
fat                 163                 
fate                134                 
father              1755                
father--he          1                   
father--saw         1                   
father-in-law       25                  
fathers--and        1                   
fatter              1                   
fattest             1                   
fear                935                 
feared              39                  
fearing             37                  
feast               215                 
feast--they         1                   
feast-day           3                   
feaster             3                   
feasting            37                  
feather             8                   
feathered           1                   
feeble              135                 
feeble-footed       7                   
feeble-hearted      2                   
feeble-minded       1                   
feebler             3                   
feebly              3                   
feed                1                   
feeling             72                  
feet                343                 
felix               9                   
femal               3                   
female              27                  
ferret              1                   
fertile             50                  
festu               14                  
fiction             2                   
field               360                 
field-fly           2                   
field-work          12                  
field-worker        4                   
fifteen             18                  
fifteenth           18                  
fifth               57                  
fiftieth            3                   
fifty               130                 
fifty-five          3                   
fifty-four          7                   
fifty-nine          2                   
fifty-one           1                   
fifty-second        1                   
fifty-seven         3                   
fifty-six           4                   
fifty-three         5                   
fifty-two           10                  
fig                 23                  
fig-tre             6                   
fig-tree            30                  
fight               145                 
fighter             11                  
fighting            149                 
fighting-man        5                   
fighting-men        30                  
finger              48                  
finger-ring         2                   
fir                 3                   
fir-tre             3                   
fir-tree            4                   
fire                582                 
fire-basket         1                   
fire-offering       1                   
fire-spoon          1                   
fire-tray           6                   
fire-wood           4                   
fireplace           8                   
firing              3                   
firkin              1                   
first               628                 
first-fruit         38                  
fish                67                  
fish-hook           2                   
fish-spear          1                   
fisher              3                   
fishermen           7                   
fishing             1                   
fishing-lin         1                   
fishing-net         3                   
fitch               2                   
five                256                 
five-sided          1                   
fixed               201                 
fixedly             2                   
flag                34                  
flam                37                  
flame               40                  
flaming             26                  
flat                29                  
flax                3                   
flesh               400                 
flesh--if           1                   
flesh-pot           1                   
flight              342                 
flock               209                 
floor               33                  
flow                30                  
flower              55                  
flowering           6                   
flowing             102                 
fly                 11                  
fold                4                   
folded              15                  
folding             13                  
food                1095                
food-bag            1                   
food-place          1                   
food-store          1                   
foolish             257                 
foolishly           9                   
foot                95                  
foot-chain          1                   
foot-rest           3                   
foot-ring           1                   
footmen             10                  
footstep            19                  
footway             2                   
for                 11980               
forc                70                  
force               139                 
forced              71                  
forcing             22                  
forgiveness         136                 
forgiveness--but    1                   
fork                2                   
form                99                  
formed              22                  
forming             14                  
fortieth            3                   
fortunatu           1                   
forty               101                 
forty-eight         4                   
forty-first         1                   
forty-five          15                  
forty-four          5                   
forty-nine          1                   
forty-one           6                   
forty-seven         3                   
forty-six           3                   
forty-three         3                   
forty-two           13                  
forum               1                   
forward             130                 
fountain            57                  
four                271                 
four-footed         4                   
fourteen            25                  
fourteenth          25                  
fourth              81                  
fowl                2                   
fowl-house          1                   
fox                 11                  
fram                13                  
frame               13                  
framed              3                   
framework           3                   
framing             1                   
frankincense        3                   
free                377                 
freeing             6                   
freely              66                  
frequent            4                   
frequently          27                  
friend              188                 
frog                14                  
from                5553                
from--from          1                   
front               127                 
fruit               308                 
fruit-tre           5                   
fruit-tree          1                   
full                833                 
fuller              2                   
fullest             2                   
fully               14                  
further             36                  
future              49                  
gaal                9                   
gaash               3                   
gabbai              1                   
gabbatha            1                   
gabriel             4                   
gad                 68                  
gadaren             1                   
gaddi               1                   
gaddiel             1                   
gadi                2                   
gadit               16                  
gadite              1                   
gaham               1                   
gahar               2                   
gaiu                5                   
gal                 149                 
galal               3                   
galatia             6                   
galatian            1                   
galbanum            1                   
galeed              2                   
galilaean           9                   
galilee             69                  
galilee--that       1                   
gallim              2                   
gallio              3                   
galud               1                   
gamaliel            7                   
gamul               1                   
garden              81                  
gardener            3                   
gareb               3                   
garmite             1                   
gatam               3                   
gath                34                  
gath-hepher         2                   
gath-rimmon         4                   
gath.&gt            1                   
gave                2183                
gaza                21                  
gazell              1                   
gazelle             4                   
gazez               2                   
gazit               2                   
gazzam              2                   
ge-harashim         1                   
geba                20                  
gebal               2                   
gebalit             1                   
geber               2                   
gebim               1                   
gedaliah            31                  
geder               1                   
gederah             1                   
gederathite         1                   
gederite            1                   
gederoth            2                   
gederothaim         1                   
gedor               7                   
gehazi              12                  
geliloth            1                   
gemalli             1                   
gemariah            5                   
gen                 1533                
general             4                   
generally           5                   
generation          247                 
gennesaret          3                   
gentil              102                 
gentile             4                   
gentle              40                  
gentle-hearted      1                   
gently              5                   
genubath            2                   
gera                9                   
gerah               5                   
gerar               10                  
gerasen             3                   
gerizim             4                   
gershom             14                  
gershon             16                  
gershonit           12                  
gershonite          2                   
geshan              1                   
geshem              4                   
geshur              8                   
geshurit            6                   
get                 1089                
gether              2                   
gethsemane          2                   
getting             114                 
getting-in          1                   
gevel               1                   
gezer               15                  
gibbar              1                   
gibbethon           6                   
gibea               1                   
gibeah              44                  
gibeath             1                   
gibeath-ha-araloth  1                   
gibeathite          1                   
gibeon              38                  
gibeonit            6                   
gibeonite           2                   
giddalti            2                   
giddel              4                   
gideon              40                  
gideoni             5                   
gier-eagle          2                   
gihon               6                   
gilalai             1                   
gilboa              8                   
gilead              103                 
gileadit            2                   
gileadite           9                   
gilgal              41                  
giloh               2                   
gilonite            2                   
gimzo               1                   
ginath              2                   
ginnethoi           1                   
ginnethon           2                   
girgashit           2                   
girgashite          5                   
girl                51                  
girzit              1                   
gishpa              1                   
gittaim             2                   
gittit              1                   
gittite             9                   
gittith             3                   
giv                 443                 
give                4131                
given               1766                
giver               11                  
giving              357                 
gizonite            1                   
glad                274                 
glad-hearted        1                   
gladly              13                  
glass               12                  
glory               544                 
glory--such         1                   
glorying            4                   
go                  3318                
go-between          3                   
goah                1                   
goat                101                 
goatskin            1                   
gob                 3                   
god                 4574                
god--that           1                   
god-fearing         17                  
god.&gt             1                   
goddess             4                   
gog                 12                  
goiim               3                   
going               422                 
golan               4                   
gold                483                 
gold-worker         9                   
golgotha            4                   
goliath             6                   
gomer               6                   
gomorrah            23                  
gone                588                 
good                1279                
good-day            2                   
good-for-nothing    22                  
good-looking        6                   
gopher              1                   
goshen              16                  
got                 697                 
government          10                  
gozan               5                   
grace               241                 
grain               289                 
grain-cleaning      2                   
grain-crusher       2                   
grain-crushing      3                   
grain-cutter        3                   
grain-cutting       19                  
grain-field         4                   
grain-floor         28                  
grain-plant         1                   
grain-stem          2                   
grain-stor          1                   
grap                70                  
grape               2                   
grape-cak           1                   
grape-crusher       1                   
grape-crushing      2                   
grape-cutting       2                   
grape-vine          1                   
grass               93                  
grass-land          60                  
great               1566                
greater             163                 
greatest            24                  
greatly             84                  
greece              5                   
greek               34                  
green               50                  
grey                7                   
grey-haired         3                   
grey-headed         2                   
grief               204                 
grip                27                  
gripped             3                   
gripping            7                   
group               23                  
grouped             7                   
growth              65                  
gudgodah            2                   
guest               45                  
guest-room          2                   
guid                18                  
guide               67                  
guided              71                  
guiding             66                  
guiding-blad        1                   
guiding-blade       1                   
guni                4                   
gunit               1                   
gunite              1                   
gur                 1                   
gur-baal            1                   
ha                  2                   
haahashtari         1                   
hab                 56                  
habaiah             1                   
habakkuk            2                   
habazziniah         1                   
habor               3                   
hacaliah            2                   
hachilah            3                   
hachmoni            1                   
hachmonite          2                   
had                 3688                
hadad               13                  
hadad-rimmon        1                   
hadadezer           21                  
hadar               1                   
hadashah            1                   
hadassah            1                   
hadid               3                   
hadlai              1                   
hadoram             5                   
hadrach             1                   
hag                 38                  
hagab               1                   
hagaba              1                   
hagabah             1                   
hagar               14                  
hagarit             4                   
hagarite            1                   
haggai              11                  
haggedolim          1                   
haggi               2                   
haggiah             1                   
haggit              1                   
haggith             5                   
hagri               1                   
hahiroth            1                   
hair                146                 
haircloth           40                  
haircutter          1                   
hakkatan            1                   
hakkoz              5                   
hakupha             2                   
halah               3                   
halak               2                   
half                96                  
half-curtain        1                   
half-heartedly      1                   
half-shekel         1                   
half-tribe          36                  
half-way            3                   
halhul              1                   
hali                1                   
hallohesh           2                   
ham                 17                  
haman               51                  
hamath              34                  
hamath-zobah        1                   
hamathite           2                   
hammath             2                   
hammeah             2                   
hammedatha          5                   
hammer              11                  
hammered            21                  
hammering           6                   
hammiphkad          1                   
hammoleketh         2                   
hammon              2                   
hammoth-dor         1                   
hammuel             1                   
hamon-gog           2                   
hamor               13                  
hamran              1                   
hamul               3                   
hamulit             1                   
hamutal             3                   
han                 1                   
hanamel             4                   
hanan               12                  
hananel             4                   
hanani              11                  
hananiah            29                  
hand                1716                
hand-part           1                   
hand-stretch        3                   
handbag             1                   
handed              20                  
handing             4                   
handwork            2                   
handworker          1                   
handwriting         3                   
hanging             83                  
hannah              13                  
hannathon           1                   
hanniel             2                   
hanoch              6                   
hanochit            1                   
hanun               11                  
hapharaim           1                   
happier             1                   
happizzez           1                   
happy               98                  
hara                1                   
haradah             2                   
haran               21                  
hararite            5                   
harbona             1                   
harbonah            1                   
harbour             7                   
hard                238                 
hard-faced          1                   
hard-hearted        10                  
harder              9                   
hardest             4                   
hardly              2                   
hare                2                   
hareph              1                   
harha               1                   
harhaiah            1                   
harhur              2                   
harim               11                  
hariph              2                   
harmon              1                   
harmony             11                  
harnepher           1                   
harod               1                   
harodite            3                   
haroeh              1                   
harosheth           3                   
harp                4                   
harsha              2                   
hart                3                   
harum               1                   
harumaph            1                   
haruphite           1                   
haruz               1                   
has                 3793                
hasadiah            1                   
hashabiah           15                  
hashabnah           1                   
hashabneiah         2                   
hashbaddanah        1                   
hashem              1                   
hashmonah           2                   
hashubah            1                   
hashum              5                   
hasrah              1                   
hassenaah           1                   
hassenuah           2                   
hasshub             5                   
hassophereth        1                   
hasupha             2                   
hat                 2                   
hate                101                 
hated               55                  
hater               298                 
hathach             4                   
hathath             1                   
hating              19                  
hatipha             2                   
hatita              2                   
hattil              2                   
hattush             5                   
hauran              2                   
have                7125                
haven               1                   
havilah             7                   
having              335                 
havvoth-jair        4                   
hawk                4                   
hazael              23                  
hazaiah             1                   
hazar-addar         1                   
hazar-enan          2                   
hazar-enon          3                   
